website,country,email,description,name
www.fireball.ca,Canada,sales@fireball.ca,"
			Fireball Equipment Ltd. is a premium manufacturer of fuel and lubrication equipment packages for the mining industry. Includes equipment for pumping, filtering, dispensing, and controlling all the fuels and lubricants cohesively across the mine site.		",Fireball Equipment Ltd.
www.flir.com,United States,None,"
			From the best in thermal imaging to dependable T&M tools and diesel particulate monitors, FLIR helps you keep a reliable, vigilant eye out for hidden problems so your operation stays up and running 24/7. See our full lineup at MINExpo® booth #29100.		",FLIR Systems
www.focusonndt.com,Canada,None,None,Focus NDT
www.friendsofcoalwest.org,United States,None,"
			Friends of Coal West is a volunteer organization dedicated to educating the public about the importance of affordable, abundant coal to our economic prosperity and energy security.		",Friends of Coal
www.MiningWhips.com,United States,sales@miningwhips.com,"
			Manufacturer of extreme duty mine safety whips and industrial safety products. Mine safety whips, lights, mounting springs, quick couplers, strobes, backup alarms, wheel chocks. Made in the USA.		","Gecko Products and Engineering, Inc."
www.fullerbros.com,United States,info@fullerbros.com,"
			Since 1962 Fuller Bros. has provided products to the tire/mining/construction industries. We developed Tire Life® a product used in tires worldwide. Introducing our giant tire repair system & displaying our TPMS & tools that reduce tire costs.		","Fuller Brothers, Inc."
www.geometrica.com,United States,sales@geometrica.com,"
			Geometrica provides column-free domed structures to cover stockpiles. Our structures are maintenancefree, can be assembled by local crews without special equipment and can be erected over existing piles with little or no downtime.		","Geometrica, Inc."
www.ginaf-mining.com,Netherlands,None,"
			GINAF is a manufacturer of heavy duty construction machinery, having 70 years extensive experience and knowledge. We have developed several heavy-duty off-road trucks up to 70 ton payload, including our own safety features.		",GINAF Trucks Nederland B.V.
www.globalgilson.com,United States,jbibler@gilsonco.com,"
			Gilson Company, Inc. is a third-generation, familyowned manufacturer and worldwide distributor of particle size and sample dividing equipment used in mining and materials test equipment for the aggregate, asphalt, concrete, and soils industries.		",Gilson Company Inc
www.goldenwest-industries.com,United States,None,None,Golden West Industries
www.graco.com,United States,None,"
			Graco supplies technology and expertise for the management of fluids in both industrial and commercial applications. It designs, manufactures and markets systems and equipment to move, measure, control and dispense fluids.		",Graco Inc.
www.g-lube.com,Germany,info@g-lube.com,"
			Gruetzner GmbH: 23 years of experience and success in lubrication-systems. Look for the powerful and flexible LUBRICUS and the new generation of singlepoint-lubricators, the LUB5.		",Gruetzner GmbH
www.gvs.com,United States,None,None,GVS North America
www.hardhathunter.com,Canada,None,"
			Hard Hat Hunter is an online platform specifically geared to those who work in the trades and construction industry, including the mining sector. Users can connect with other industry professionals, find jobs and access free safety resources.		",Hard Hat Hunter
www.hapcoinc.com,United States,None,"
			Hapco sells and services thermoplastic heat welding equipment including a dual ceramic wedge/hot air overlap welder, (ideal for overhead welding liner applications), wedge welders, extruders, and hand welders. An authorized Honda generator and pump dealer.		",HAPCO Inc.
www.hbhqrubber.com,Peoples Republic of China,nana@hbhqrubber.com,"
			Hebei Huanqiu Rubber Products Co. Ltd. has a full range of multiply fabric belts complying with international standards, which has more than 10 production lines and everyday production capacity is more than 5000m, the max width is 2400mm.		","Hebei Huanqiu Rubber Products Co., Ltd."
www.hawkmeasure.com,United States,None,"
			Hawk Measurement (HAWK) is recognized globally as level measurement specialists, and supplies a comprehensive range of the latest technologies to detect and continuously measure the level of solids, slurries and liquids. 		",Hawk Measurement
www.hawe.de,United States,sales@hawehydraulics.com,"
			We are a manufacturer of high-quality hydraulic components and systems for the mobile and industrial marketplace. Our products include proportional, load sensing directional control valves for standard and hazardous locations including MSHA approval		",HAWE Hydraulics
www.havercanada.com,Canada,None,"
			Haver & Boecker is a leading manufacturer in processing, storage, mixing, packing, filling, palletizing and loading systems. The company’s mission is to deliver the best of these technologies to the marketplace.		",Haver & Boecker
www.hausnerinc.com,United States,derek.sharp@hausnerinc.com,"
			Machine repair, industrial hard chrome, thermal spray, on-site repair, brush plating, HVOF, tungsten carbide, chrome carbide, grinding, polishing, machining, fabrication, welding, coal, rock, all aggregate, precious metals mining large capacity.		",Hausner Hard Chrome Inc.
www.hauhinco.com,United States,None,"
			With more than 100 years of expertise in water hydraulics, Hauhinco engineers and manufactures high-pressure pump systems and water spray systems designed for longwall operators. Service and support available worldwide. hauhinco.com.		",Hauhinco
www.hatch.com,Canada,dena.bild@hatch.com,"
			We have 60 years of business and technical experience in the mining, energy and infrastructure sectors. With 9,000 staff working in 150 countries, we challenge the status quo and create positive change for our clients and the communities we serve.		",Hatch
www.harnessmaster.com.au,Australia,None,None,Harness Master Wiring Systems
www.hardsteel.com,United States,None,None,HardSteel Inc.
www.postle.com,United States,dweinhardt@postle.com,"
			Hardface Technologies manufactures a complete line of hardfacing welding products that are applied to equipment and machinery to improve wear and abrasion resistance.		",Hardface Technologies
www.hard-line.com,Canada,None,"
			Hard-Line develops new and innovative products that save lives while increasing productivity in the global mining market.		",Hard-Line
www.hytc.net.cn,Peoples Republic of China,None,None,Hebei Hong Yuan Hydraulic Machinery Company
www.haodebelt.com/,Peoples Republic of China,None,"
			Hebei Haode Rubber & Plastics Co.,Ltd., is one of the leading rubber conveyor belt manufacturers in China, we specialize in all kinds of conveyor belts, welcome to visit our web for more infromation:http://www.haodebelt.com.		","Hebei Haode Rubber & Plastics Co., Ltd."
www.gnsolidsamerica.com/,United States,usa@gnsolidscontrol.com,"
			GN Solids America LLC specializes in drilling, mud solids control equipment, drilling waste management equipment and complete mud recycling systems.		",Hebei GN Solids Control Co. Ltd.
www.aoj-pump.com/,Peoples Republic of China,admin@aoj-pump.com,"
			AOJIN Machinery specializes in slurry pumps and we have modern and well-equipped workshops, advanced scanners, specialist engineering capabilities, and knowledge and experience to fully support clients.		","Hebei Aojin Machinery Co., Ltd."
www.heavystonelab.com,United States,jim.vasher@heavystonelab.com,"
			Heavystone and JIMS provides innovative tools using functionally graded carbide: conical tools, inserts, nozzles, anvils, substrates, flow control trim and wear parts. RDM also provides CR diamond grit and PCD cutters, and tongyu castings and forgings.		",Heavystone Lab LLC
www.heavystructures.com,United States,sales@heavystructures.com,"
			For your heavy industrial and mining building needs, Heavy Structures is your single source for an economical hybrid structure offering the economies and speed of a pre-engineered building system, without losing the strength of conventional steel.		",Heavy Structures
www.hbc-usa.com,United States,sales@hbc-usa.com,"
			Since 1947, HBC-radiomatic has led the global market in the design and production of radio controls for industrial applications. With more than 40 years of experience, HBC sets the bar for wireless solutions in the mining sector.		",HBC-radiomatic Inc.
www.hazemag.com,United States,None,None,"Hazemag USA, Inc."
www.haywardflowcontrol.com,United States,hflow@hayward.com,"
			Hayward Flow Control, a division of Hayward Industries, is a leading manufacturer of industrial thermoplastic valves, actuation and controls, instrumentation, filters, strainers, corrosion-resistant pumps, bulkhead fittings and tank accessories		",Hayward Flow Control
www.hanvikspares.com,Peoples Republic of China,amy@hansymining.com,"
			Hanvik crusher Wear & Spares is one of the premier manufacturers and suppliers of aftermarket crusher spare parts for the global leading brands and their various models of jaw crushers, cone crushers, sand making machines, etc.		",Hanvik Wear & Spares
www.hansen-rice.com,United States,hri@hansen-rice.com,"
			Design-build construction specializing in industrial construction with a portfolio that includes energy, mining, power plants, corrugated containers, engineered wood products, distribution.		","Hansen-Rice, Inc."
www.hannay.com,United States,reels@hannay.com,"
			Hannay Reels is a leading manufacturer of hose & cable reels for mining. Reels for welding, hydraulic/ pneumatic tools, electric/power supply, blasting, video inspection, remote lighting and more. Rugged, reliable reels for harsh mining environments.		",Hannay Reels Inc.
www.hzfriction.com,Peoples Republic of China,jayway3843@163.com,None,"Hangzhou Dongjiang Friction Materials Co., Ltd."
www.haltec.com,United States,info@haltec.com,"
			Haltec Corporation manufactures specialty tire valve hardware, pressure gauges, air chucks and automatic tire inflators providing tire management solutions for the mining, construction, passenger and commercial truck industries.		",Haltec Corporation
www.halder.com,United States,mike.schmitzer@halder.com,"
			Since 1938, Halder has made professional-grade soft-face mallets and hammers and offer one of the widest varieties of hammers.		","Halder, Inc."
www.halcorocktools.com,United Kingdom,salesuk@halcorocktools.com,"
			Halco Rock Tools designs and manufactures DTH hammers in the U.K. for a wide range of rock-drilling applications. Our drill bits have superb performance and long life, which makes Halco DTH drill bits a world leader.		",Halco Rock Tools Limited
www.h-eparts.com,United States,info@h-eparts.com,"
			H-E Parts offers solutions in support of surface mining equipment fleets, crushing and materials processing and mobile construction equipment fleets. We provide our customers with a superior alternative to many of the traditional OEM channels.		",H-E Parts International
www.guzzler.com,United States,None,None,Guzzler Manufacturing
www.gulfcoastpaint.com,United States,None,"
			Gulf Coast Paint Mfg. Inc. is a family-owned, thirdgeneration corporation located in Loxley, Alabama. We make a complete line of high-performing chemicalresistant coatings for the protection of steel and concrete surfaces.		","Gulf Coast Paint Mfg., Inc."
www.sinodrills.com/,Peoples Republic of China,sales@sinodrills.com,"
			Guizhou Sinodrills Equipment Co., Ltd. (the company name referred to as GSE) is an international marketoriented enterprise specialized in manufacturing, supplying and services of rock-drilling tools.		",Guizhou Sinodrills Equipment Co. Ltd.
www.gk-pdc.com,Peoples Republic of China,glsd@gk-pdc.com,"
			Guilin Star Diamond is a professional manufacturer of cost-effective PDC cutters and PDC bits, and they have been dedicated to coal mines, water and geothermal well drilling and geology exploration for nine years.		","Guilin Star Diamond Superhard Material Co., Ltd."
www.guardvant.com,United States,None,None,Guardvant Inc.
www.driving-light.cn,Peoples Republic of China,info@driving-light.cn,"
			JGL is one of the leading manufacturers of LED light market, supplying LED/HID lights for mining, construction, agricultural machinery, offroad/transport vehicles, etc.		","Guangzhou Jianguang Lighting Co., Ltd."
www.eagle-lights.com,Peoples Republic of China,gary.zhu@eagle-lights.com,"
			Eagle Tech is one of the leading LED and HID product manufacturers in China. Currently, we own more than 100 kinds of LED and HID products, which are widely used in vehicle and machinery in mining, construction, forestry, agricultural, transportation and more.		","Guangzhou Eagle Electronic Technology Co., Ltd."
www.gtcna.com,United States,info@gtcna.com,"
			Manufacturer of Advance and Samson brand tires: medium radial and bias truck tires, agricultural tires, OTR radial and bias tires, industrial tires, giant solids, skid steer, press-on solid tires and light truck bias tires.		",GTC North America
www.grozusa.com,United States,jbrinkman@matrix-mgt.com,"
			Groz USA is your source for the most complete line of indestructible handle striking tools, lubrication equipment and fuel, oil and DEF pumps for all of your mining needs. Check out our complete offering and take advantage of our show discounts.		",GROZ USA
www.gsgr.com,United States,sales@gsgr.com,"
			GS Global Resources is the foremost machine performance resource trusted by OEMs who demand competitive advantage from every solution. Our leading engineering minds in hydraulic, electronic, mechanical and software applications simplify the complex.		",GS Global Resources
www.groundprobe.com,Australia,None,"
			GroundProbe is renowned for its development of the world’s first Slope Stability Radar; a system that allows its users to make confident, informed decisions to better manage risk, increase productivity, and ensure maximum safety.		",GroundProbe
www.gfworldwide.com,United States,solutions@gfworldwide.com,"
			We engineer and manufacture mining equipment for surface/underground mines. We have trucks in more than 60 countries and offer a range of products, including fuel/lube and water. In business for 30 years, we are the world leader in mine support solutions.		",Ground Force Worldwide
www.groeneveld-group.com,United States,info-usa@groeneveld-group.com,"
			The Groeneveld Group is a global leader in Automatic Greasing Systems, Oilmaster oil management devices and Greensight safety systems. Stop by booth # 8600 and let us show you how to increase your efficiency!		","Groeneveld Transport Efficiency, Inc."
www.grizzlyseals.com,Canada,requests@grizzlyseals.com,"
			At Grizzly Supplies, we specialize in high performance seal kits and sealing solutions for the mobile equipment market.		",Grizzly Supplies
www.grindex.com,United States,None,"
			Grindex Pumps offers portable, electric submersible dewatering and sludge pumps. Unique features: air valve and SMART electronics. Prevents overheating, incorrect rotation and single phasing. Capacities: 750 feet, 5200 GPM, solids handling 3.2 inches.		",Grindex Pumps
www.gridcom-mining.com,Canada,sales@gridcom-mining.com,"
			Company concentrates on building the most complete range of braking grid resistors for off-road diesel electric mining trucks, loaders and locomotives. Gridcom brand resistors are always in stock: D, B (Poly-Zi), H, 33D-K and the newest J model.		",Gridcom Enterprises Ltd.
www.graysonline.com,Australia,None,None,Grays Mining
www.graphicproducts.com,United States,info@graphicproducts.com,"
			Established in 1970, Graphic Products, home of DuraLabel brand of printer systems and supplies, is a global leader in solutions for safety and visual communications in the workplace.		",Graphic Products
www.gpmco.com,United States,None,None,GPM-Eliminator
www.economie.gouv.qc.ca/fr/ministere/english/about-us/,Canada,None,None,Government of Quebec
www.grpumps.com,United States,grsales@gormanrupp.com,"
			Gorman-Rupp Pumps offers a complete line of selfpriming centrifugal, standard centrifugal, primingassisted, submersible and general purpose pumps for above-ground and below-ground mining applications.		",Gorman-Rupp Pumps
www.gopherscopes.com,United States,None,None,Gopher Scope
www.goodyearotr.com,United States,None,"
			Goodyear is committed to helping end-users in all OTR segments. Operating as a global business, Goodyear manufactures OTR tires in eight facilities around the world, with two Innovation Centers in Colmar-Berg, Luxembourg and Akron, OH. www.goodyearotr.com		",Goodyear Tire & Rubber Co.
www.goodfellowinc.com,Canada,jplante@goodfellowinc.com,"
			Manufacturer of Mine Guides and Shaft Timber. Karri, Douglas Fir, PSL Shaft Guides. Custom fabrication with CNC Technology.		",Goodfellow Inc. Wood Specialists
www.golight.com,United States,None,None,"Golight, Inc."
www.goldlands.com,United States,None,None,Goldlands
www.golder.com,United States,None,None,Golder Associates
www.pexgol.com,Israel,aviv@golan-plastic.com,"
			Pexgol is a wear- and corrosion-resistant plastic pipe material in use globally for the last 30 years. The material is resistant to cracking and impact, is easy to handle, and can be delivered in long length. By Golan Plastic (1964) Israel.		",Golan Plastic Products
www.gmsminerepair.com,United States,None,None,GMS Mine Repair & Maintenance
www.globaltechmotors.com,United States,frank@globaltechmotors.com,"
			GlobalTech Motor & Controls, Inc, located in Houston, TX, is a full-service motor manufacturing and repair facility. We manufacture new, repair, rewind, and redesign all types of AC motors and generators, 400 kw and up.		",GlobalTech Motor & Controls
www.globalstar.com,United States,None,"
			Globalstar is the leading provider of mobile satellite voice and data services, offering these services to governmental, commercial and recreational users in more than 120 countries around the world.		",Globalstar
www.globalshopsolutions.com,United States,None,None,Global Shop Solutions
www.global-shaft.com,United States,None,"
			Global specializes in large diameter shaft drilling, up to and exceeding 15 feet in diameter. We also handle all requisite casing handling, welding and installation.		",Global Shaft Drilling Services
www.globalpump.com,United States,sales@globalpump.com,"
			Global Pump designs, tests, manufactures, services, sells and rents pumping equipment to customers around the world from factory-owned Global Pump and Mersino Dewatering branches, and through a network of authorized distributors.		",Global Pump
www.gkdusa.com,United States,sales@gkdusa.com,"
			GKD woven metal and plastic filter belts are used in the field of mining as an important part of the separating and dewatering processes for precious metals, salts and minerals. At GKD, we always match belt selections to the specific application.		","GKD-USA, Inc."
www.giwindustries.com,United States,marketing@giwindustries.com,"
			GIW® Minerals product line provides the most efficient slurry products available. Coupled with their Outotec partnership, they can now combine their wear-resistant and durable pumps technology with Outotec’s application know-how.		",GIW Industries Inc.
ww.gilbarcoafs.com,Republic of South Africa,None,None,Gilbarco AFS
www.giconpumps.com,United States,None,"
			Gicon Engineered Pumps is a value-added pump specialty integrator of the highest quality pumps and related equipment.		",Gicon Pumps & Equipment
www.giantrubberwatertanks.com,United States,None,None,"Giant Rubber Water Tanks, Inc."
www.ghh-fahrzeuge.de,Germany,None,"
			GHH Fahrzeuge develops and manufactures load haul dumpers (LHDs) and articulated dumpers as well as scalers and mixers for mining and tunnelling. These special purpose vehicles are manufactured to customer's specifications and requirements.		",GHH Fahrzeuge GmbH
www.separatorscreens.com,United States,smiller@gerarddaniel.com,"
			Gerard Daniel Worldwide, a wire cloth company in North America, is the mineral industries' first choice for separator products. We offer replacement screens, parts and accessories for every brand of separator machine.		",Gerard Daniel Worldwide
www.geosonicsvibratech.com,United States,info@geosonicsvibratech.com,"
			GeoSonics/Vibra-Tech is a leader in vibration consulting services, offering a unique perspective on mitigating vibration risk assuring productive and profitable results using Remote Monitoring Technology.		",GeoSonics / Vibra-Tech
www.geoshack.com,United States,None,None,GeoShack
www.geoprobe.com,United States,info@geoprobe.com,"
			Geoprobe Systems® manufactures compact Direct Push, Rotary and Sonic drilling machines and equipment for Environmental, Geotechnical, Geothermal and Mining/Exploration industries.		",Geoprobe Systems
www.geokon.com,United States,chris@geokon.com,"
			Geokon, Inc. manufactures a full range of geotechnical instrumentation suitable for monitoring the safety and stability of a variety of civil and mining structures. Geokon's sensors exhibit excellent long-term stability, accuracy and reliability.		","Geokon, Inc."
www.geodis.com,United States,None,"
			GEODIS Freight Forwarding offers tailored, integrated logistics solutions with a dedicated industrial projects division. GEODIS has achieved international recognition for its innovative and sustainable approach to specialized transportation solutions.		",GEODIS
www.geoblast.cl,Chile,None,None,GeoBlast S.A.
www.generaltruckparts.com,United States,info@generaltruckparts.com,"
			We offer for class 6, 7, 8 trucks and off-road rubber tired equipment, new and reman transmissions and differentials like Clark-hurth, Fabco and Dana; power steering gears and pumps like TRW and Sheppard. We are also a full-line hydraulic repair center.		",General Truck Parts
www.generalpump.com,United States,None,None,General Pump
www.gkmining.com,United States,info@generalkinematics.com,"
			GK’s core strengths rest in our ability to create high-quality vibratory mining equipment to solve the toughest of process problems. General Kinematics’ screens, feeders grinding mills and more are renowned for durability and reliability.		",General Kinematics Corporation
www.generalcable.com,United States,info@generalcable.com,"
			General Cable has played a leading role in pioneering advancements in the design of mining cables for more than 80 years. Anaconda® Brand underground and surface mining-grade cable solutions offer reliability, performance and protection.		",General Cable
www.gencomineservice.com,United States,None,"
			Leading the way in underground transportation. The possibilities are endless!		",Genco Mine Service
www.gekkos.com,Australia,gekkos@gekkos.com.au,"
			Gekko Systems is a world leader in the design and supply of innovative mineral processing solutions. Gekko has pioneered the application of many new technologies that have assisted the industry in implementing energy efficient flowsheets.		",Gekko Systems
www.qzshjx.com,Peoples Republic of China,961772550@qq.com,"
			Fujian Quanzhou Shenhua Machinery Co., Ltd is a professional manufacturing company engaged in various mining machinery and accessories. It has more than 10,000 products of different sizes and thousands of main products.		","Fujian Quanzhou Shenhua Machinery Co., Ltd."
www.deenkoneelec.com,Peoples Republic of China,Lucy@deenkoneelec.com,"
			We are a leading manufacturer in China in producing LED outdoor lighting, such as street lights, flood lights and tunnel lights, etc. Our products get through CE, ROHS, ERP, EMC, LVD, etc. with a three-year warranty.		","Fujian Deenkone Electronics Technology Co., Ltd."
www.myfuelmaster.com,United States,marketing@myfuelmaster.com,"
			Syntech Systems designs and manufactures Fuelmaster fuel management units which provide the hardware and software to manage fleets and their access to fuel products.		",Fuelmaster
www.FuelForce.com,United States,keithg@fuelforce.com,"
			FuelForce’s rugged systems authorize fuel & fluids with RIFD, keys, tags or barcodes. PC, Server or web based software. Flexible interfaces for reporting, invoicing, tank monitors & fleet maintenance. Durable & reliable, industry leading solutions.		",FuelForce Multiforce Systems
www.fuchs.com,United States,None,None,Fuchs Lubricants Co.
www.fsxinc.com,United States,sales@fsxinc.com,"
			We are an OEM recommended system, and with the cost of a new DPF, it is important to clean the filters properly to preserve the life of a filter and minimize downtime.		","FSX Equipment, Inc."
www.fspminingproducts.com,United States,stehl@fspindustrial.com,"
			We manufacture and supply fire and safety equipment, heavy duty wheel chocks, hungry boards, and many other specialised mining safety products to mining companies. Based in Houston and manufacturing for distribution throughout the USA.		",FSP Mining Products LLC
www.frost-fighter.com,Canada,None,None,"Frost Fighter, Inc."
www.frontierkemper.com,United States,information@frontierkemper.com,"
			Frontier-Kemper services include: raise boring, blind drilling, conventional shaft sinking and slope construction. Our FKC-Lake Shore division offers design-build-install services for hoisting, elevator and vertical conveyance systems.		","Frontier-Kemper Constructors, Inc."
www.gea.com,United States,sales.unitedstates@gea.com,"
			GEA manufactures and markets process equipment for the mining industry, including centrifugal separators, dryers, evaporators and crystallizers. We specialize in customized solutions that provide increased yields at lower costs.		",GEA Group
www.getransportation.com/mining,United States,None,"
			GE Mining works together with its customers to help transform their mine’s operations through more energy & fuel efficient equipment, intelligent electrical & water infrastructure, advanced digital productivity solutions and safety technology.		",GE Mining
www.gates.com,United States,None,"
			Gates Corporation is a leading manufacturer of power transmission belts & fluid power products.  Our highly engineered products are critical components used in diverse industrial applications where the cost of failure is very high.		",Gates Corp.
www.gambarotta.it,Italy,None,"
			Gambarotta Gschwendt SRL provides solutions for hauling bulk material in the following sectors: cement and gypsum industry, steel and mining, chemicals and fertilizers, recycling and power plants.		",Gambarotta Gschwendt SRL
www.flotekind.com,United States,None,None,Galleon Turbeco a Flotek Company
www.plasticminer.com,Canada,info@plasticminer.com,"
			G+ is revolutionizing underground mine ventilation with its Speed Air Duct, a high efficiency product designed to dramatically reduce energy consumption. G+’s reputation extends worldwide with an increasing number of successful projects.		",G+ Industrial Plastics Inc.
www.tiley.on.ca,Canada,None,None,G.L. Tiley & Associates Ltd.
www.fyhusa.com,United States,None,None,FYH Bearing Units USA Inc.
www.conssincorp.com,Peoples Republic of China,linchuan@conssinelec.com,"
			Fuzhou Conssin Import & Export Co., Ltd does export more than 10 years, we mainly export outdoor high power LED luminaries such as LED flood lights for mining lighting, LED street lights, etc. Our products are mainly sold to Europe, Australia and many others.		","Fuzhou Conssin Import & Export Co., Ltd."
www.fcx.com,United States,None,"
			FCX is a natural resources company who operates large, long-lived, geographically diverse assets with significant reserves of Cu, Au, Mo, Co and O&G. FCX is the world’s largest publicly traded copper producer and largest producer of molybdenum.		",Freeport-McMoRan Inc.
www.frdusa.com,United States,None,"
			Crawler drills and down-the-hole drills, pneumatic drills, breakers and attachments		",FRD USA
Franklinmiller.com,United States,None,None,Franklin Miller
www.fourthane.com,United States,None,None,Fourt Industrial Supply
www.fortressclothing.com,United States,mallred@fortressclothing.com,"
			We sell the most amazing cold weather clothing, with a temperature comfort range of -30F to 70F. Our base layer insulated clothing is breathable, wicks moisture and is wind proof, creating the ultimate solution for those who work in the cold!!		",Fortress Clothing
www.formtekdovme.com,Turkey,None,None,Formtek Steel Forging Co.
www.foremost.ca,Canada,sales@foremost.ca,"
			Foremost is one of the largest, most diverse industrial manufacturers in western Canada specializing in oil and gas, heavy oil, mining, water well and construction equipment.		",Foremost Industries LP
www.foothillssteel.ca,Canada,None,None,Foothills Steel Foundry Ltd.
www.fogmaker.com,Sweden,None,"
			Fire suppression for engine compartments and enclosed spaces. Pure performance by high pressure water mist (100 bar) since 1995. More than 120,000 installations in machines and commercial vehicles around the world.		",Fogmaker International AB
www.frictionmarketing.co.uk,United Kingdom,None,"
			We are specialists in the field of wet friction materials, and our products, which include sintered, paper, carbon, graphite, and steel mating plates are used in a wide range of heavy-duty transmissions, clutches and brakes for mining equipment.		",FMC
www.fluidmesh.com,United States,sales@fluidmesh.com,"
			Fluidmesh Networks is a leader in wireless systems for mining, security, transportation, industrial, and mission-critical applications such as video surveillance, data transmission and vehicle automation.		",Fluidmesh
www.fluid-bag.com,United States,solutions@fluid-bag.com,"
			Fluid-Bag sells flexible IBCs specializing in high efficiency discharge (+99 percent) of lubricants and greases. The Fluid-Bag units typically replace steel drums and steel bins, remove lubricant contamination risks and eliminate return of empty containers.		",Fluid-Bag LLC
www.Fluidsystems.com,United States,None,None,"Fluid Systems, Inc."
www.fpevalves.com,United States,None,None,"Fluid Power Energy, Inc."
www.flsmidth.com,United States,info.slc@flsmidth.com,"
			Expertise in mineral processing, material handling and precious metals recovery. FLSmidth’s quality products, customized services, process plant and systems design improve plant recovery and ore throughput, and strive to reduce environmental impact		",FLSmidth
www.flowrox.com,United States,info@flowrox.com,"
			Flowrox has installed more than 100,000 pumps and valves worldwide over the last four decades. Launching at MINExpo, we are bringing our valve and pump technology to the next level, meeting the future requirements with connectivity and IIoT environment.		",Flowrox Inc.
www.flomaxinternational.com,United States,None,None,FloMAX International Inc.
www.flo-level.com,Australia,info@flo-level.com.au,"
			Flo-Level Technologies have developed instrumentation for the optimization of recovery for flotation cells. A combination level control and process analyzer, this patented technology gives the mill critical operational feedback on cell performance.		",Flo-Level
www.flexxaire.com,Canada,rscruggs@flexxaire.com,"
			Flexxaire designs and manufactures engine-cooling fans for diesel engines. A Flexxaire Fan System provides total control of airflow, keeps radiators clean, maximizes engine performance, saves fuel, and is robustly built and maintenance-free.		",Flexxaire Inc.
www.flexco.com,United States,info@flexco.com,"
			Flexco provides belt conveyors with efficient, safe products, services, and solutions for splicing, belt cleaning, belt tracking, spillage, and slippage.		",Flexco
www.flexaseal.com,United States,None,None,"Flex-A-Seal, Inc"
www.flaretite.com,United States,None,None,Flaretite
www.flandersinc.com,United States,info@flandersinc.com,None,FLANDERS
www.fkk.com.tr,Turkey,fkk@fkk.com.tr,"
			FKK designs and manufactures high quality rubber liners, linings and lifterbars for grinding mills: AG, SAG and ball mills. Other products: polyurethane and rubber screens, scrapers, wear-resistant plates and conveyor band rollers.		",FKK Guney Oto Lastik Takoz San. Ve Tic. A.S.
www.fisherutah.com,United States,None,None,Fisher Company
www.firmatek.com,United States,None,None,"Firmatek, LLC"
www.firetrace.com,United States,info@firetrace.com,"
			Firetrace International provides fast, reliable and effective automatic fire suppression systems for construction, mining and building equipment. With more than 500 authorized distributors worldwide, providing industry-leading support.		",Firetrace International
www.fire-stopsystems.com,United States,None,"
			Passive fire protection systems. U.S. manufacturer of firestop seals, fire retardant coatings, environmental room sealing and other applications. Material/Material plus technical assistance/turnkey projects. UL & ULC classified systems.		",Fire-Stop Systems
www.clear-edge.com,United States,None,"
			Filtrartech is a manufacturer in Canada that offers the best equipment for industrial dust control, pneumatic conveying, industrial vacuum cleaning systems and, of course, our Patented Conveyor Belt Cleaner that everyone talks about.		",Filtration Group Liquid & Process
www.filtrartech.com,Canada,philippe.simard@filtrartech.com,"
			Filtrartech is a manufacturer in Canada that offers the best equipment for industrial dust control, pneumatic conveying, industrial vacuum cleaning systems and, of course, our Patented Conveyor Belt Cleaner that everyone talks about.		",Filtrartech Inc.
www.filtrasystems.com,United States,info@filtrasystems.com,"
			Filtra-Systems is a global leader in providing customengineered industrial filtration and separation products, systems, and technology for the mining, chemical, and industrial mineral industries		",Filtra-Systems Co.
www.filtermag.com,United States,None,None,"FilterMag International, Inc."
www.filnor.com,United States,None,"
			Design and manufacturer of AC and DC disconnect switches (isolation, grounding, transfer, up to 38 kV, open or enclosed, manual or motor operated). Power resistors (neutral grounding, dynamic braking, load banks, motor acceleration, harmonic filtering).		",FILNOR Inc.
www.fieldliningsystems.com,United States,None,None,Field Lining Systems Inc.
www.fibracan.com,United States,None,None,Fibracan
www.fibergrate.com,United States,None,None,Fibergrate Composite Structures
www.festo.com,United States,None,None,Festo Corporation
www.festo.com,Germany,None,None,Festo AG & Co. KG
www.ferrycapitain.fr,France,ferryby@ferrycapitain.fr,"
			FERRY-CAPITAIN supplies critical cast components and complete mechanical drive train solutions (girth gears to 16 m diameter, pinions, reducers, couplings) for all types of mineral processing equipment. Gear design. Field service.		",FERRY-CAPITAIN
www.fennerdunlopamericas.com,United States,None,"
			Fenner Dunlop is a complete provider of engineered conveyor solutions. Our premier belts are the best in the market for precious metals, iron ore and coal. We proudly manufacture our conveyor belts and components in the U.S. and Canada.		",Fenner Dunlop Engineered Conveyor Solutions
www.fh-nd.com,Peoples Republic of China,sales@fh-nd.com,"
			We are an enterprise specializing in the manufacture of parts of bucket teeth, bucket adapter, ripper shanks, pins and locks for excavators. We supply high-class quality and service for our customers.		","Fenghua Ningdong Engineering Machinery Co., Ltd."
www.feluwa.com,Germany,info@feluwa.de,"
			FELUWA offers hermetically sealed positive displacement pumps for abrasive, aggressive and toxic media for applications like hydrotransport, ash disposal and dewatering with flow rates up to 1,000 m?/h and pressures up to 400 bar.		",FELUWA Pumpen GmbH
www.jintagroup.com,Peoples Republic of China,jinzita@qq.com,"
			Alcohol production and environmental production equipment of ""Jin"" brand has been the first choice of domestic clients especially renowned large-scale distillery and been exported to dozens of countries in Southeast Asia, Eastern South America		","Feicheng Jinta Machinery Co., Ltd."
